Time	[0:22]	[0:23]	[0:24]	[0:25]	[0:26]	[12:1]	[12:2]	[12:3]	[12:4]	[12:6]	[12:7]	[12:8]	[12:9]	[12:10]	[12:11]	[13:0]	[13:2]	[13:4]	[13:6]	[14:21]	[14:22]	[14:23]	[14:24]	[14:25]	[35:12]	[36:12]	[37:12]	[38:12]	[39:12]
time	Std1LinSpdRef	Std2LinSpdRef	Std3LinSpdRef	Std4LinSpdRef	Std5LinSpdRef	InterStd12TenRef	InterStd23TenRef	InterStd34TenRef	InterStd45TenRef	InterStd01TenActFlt	InterStd12TenActFlt	InterStd23TenActFlt	InterStd34TenActFlt	InterStd45TenActFlt	InterStd5TenrTenActFlt	X0.ThkAct	X1.ThkAct	X4.ThkAct	X5A.ThkAct	Std1ThkRef	Std2ThkRef	Std3ThkRef	Std4ThkRef	Std5ThkRef	1#HgcSrgActOS	2#HgcSrgActOS	3#HgcSrgActOS	4#HgcSrgActOS	5#HgcSrgActOS	
12.566	154.301	246.063	377.585	627.614	943.299	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.18434	1.50702	0.370612	0.253529	1.505	0.934	0.607	0.37	0.252	1.77699	0.823135	0.715012	1.27699	2.95506
12.568	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.18434	1.50702	0.370612	0.253529	1.505	0.934	0.607	0.37	0.252	1.77699	0.823135	0.715012	1.27699	2.95506
12.57	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.18434	1.50702	0.370612	0.253529	1.505	0.934	0.607	0.37	0.252	1.77699	0.823135	0.715012	1.27699	2.95506
12.572	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.1819	1.50702	0.370612	0.25336	1.505	0.934	0.607	0.37	0.252	1.77699	0.823013	0.715012	1.27695	2.95602
12.574	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.1819	1.50702	0.370612	0.25336	1.505	0.934	0.607	0.37	0.252	1.77699	0.823013	0.715012	1.27695	2.95602
12.576	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.1819	1.50702	0.370612	0.25336	1.505	0.934	0.607	0.37	0.252	1.77699	0.823013	0.715012	1.27695	2.95602
12.578	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.1819	1.50702	0.370612	0.25336	1.505	0.934	0.607	0.37	0.252	1.77699	0.823013	0.715012	1.27695	2.95602
12.58	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.189	18.208	12.1106	8.1848	5.19856	1.4554	2.1819	1.50702	0.370612	0.25336	1.505	0.934	0.607	0.37	0.252	1.77699	0.823013	0.715012	1.27695	2.95602
12.582	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50702	0.370612	0.253151	1.505	0.934	0.607	0.37	0.252	1.77699	0.823639	0.714462	1.27773	2.95752
12.584	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50702	0.370612	0.253151	1.505	0.934	0.607	0.37	0.252	1.77699	0.823639	0.714462	1.27773	2.95752
12.586	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50702	0.370612	0.253151	1.505	0.934	0.607	0.37	0.252	1.77699	0.823639	0.714462	1.27773	2.95752
12.588	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50702	0.370612	0.253151	1.505	0.934	0.607	0.37	0.252	1.77699	0.823639	0.714462	1.27773	2.95752
12.59	154.213	245.948	377.407	627.318	942.899	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50702	0.370612	0.253151	1.505	0.934	0.607	0.37	0.252	1.77699	0.823639	0.714462	1.27773	2.95752
12.592	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50947	0.373062	0.252949	1.505	0.934	0.607	0.37	0.252	1.77699	0.823959	0.714066	1.27793	2.95885
12.594	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50947	0.373062	0.252949	1.505	0.934	0.607	0.37	0.252	1.77699	0.823959	0.714066	1.27793	2.95885
12.596	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50947	0.373062	0.252949	1.505	0.934	0.607	0.37	0.252	1.77699	0.823959	0.714066	1.27793	2.95885
12.598	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.18434	1.50947	0.373062	0.252949	1.505	0.934	0.607	0.37	0.252	1.77699	0.823959	0.714066	1.27793	2.95885
12.6	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50947	0.373062	0.252715	1.505	0.934	0.607	0.37	0.252	1.77786	0.824005	0.71315	1.27731	2.96
12.602	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50947	0.373062	0.252715	1.505	0.934	0.607	0.37	0.252	1.77786	0.824005	0.71315	1.27731	2.96
12.604	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50947	0.373062	0.252715	1.505	0.934	0.607	0.37	0.252	1.77786	0.824005	0.71315	1.27731	2.96
12.606	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50947	0.373062	0.252715	1.505	0.934	0.607	0.37	0.252	1.77786	0.824005	0.71315	1.27731	2.96
12.608	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50947	0.373062	0.252715	1.505	0.934	0.607	0.37	0.252	1.77786	0.824005	0.71315	1.27731	2.96
12.61	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50702	0.370612	0.252581	1.505	0.934	0.607	0.37	0.252	1.77798	0.824005	0.712372	1.27698	2.96117
12.612	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50702	0.370612	0.252581	1.505	0.934	0.607	0.37	0.252	1.77798	0.824005	0.712372	1.27698	2.96117
12.614	153.757	245.398	376.563	625.916	942.099	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50702	0.370612	0.252581	1.505	0.934	0.607	0.37	0.252	1.77798	0.824005	0.712372	1.27698	2.96117
12.616	153.209	244.63	375.385	623.957	941.699	17.832	11.762	7.928	4.94	11.2045	18.2274	12.078	8.18234	5.21266	1.45518	2.1819	1.50702	0.370612	0.252581	1.505	0.934	0.607	0.37	0.252	1.77798	0.824005	0.712372	1.27698	2.96117
12.618	153.209	244.63	375.385	623.957	941.699	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.373062	0.252514	1.505	0.934	0.607	0.37	0.252	1.77799	0.824005	0.712051	1.27608	2.96061
12.62	153.209	244.63	375.385	623.957	941.699	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.373062	0.252514	1.505	0.934	0.607	0.37	0.252	1.77799	0.824005	0.712051	1.27608	2.96061
12.622	153.209	244.63	375.385	623.957	941.699	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.373062	0.252514	1.505	0.934	0.607	0.37	0.252	1.77799	0.824005	0.712051	1.27608	2.96061
12.624	153.209	244.63	375.385	623.957	941.699	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.373062	0.252514	1.505	0.934	0.607	0.37	0.252	1.77799	0.824005	0.712051	1.27608	2.96061
12.626	153.209	244.63	375.385	623.957	941.699	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.373062	0.252514	1.505	0.934	0.607	0.37	0.252	1.77799	0.824005	0.712051	1.27608	2.96061
12.628	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77839	0.824921	0.711609	1.27596	2.95879
12.63	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77839	0.824921	0.711609	1.27596	2.95879
12.632	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77839	0.824921	0.711609	1.27596	2.95879
12.634	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77839	0.824921	0.711609	1.27596	2.95879
12.636	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77892	0.824982	0.71109	1.2758	2.95755
12.638	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77892	0.824982	0.71109	1.2758	2.95755
12.64	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77892	0.824982	0.71109	1.2758	2.95755
12.642	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77892	0.824982	0.71109	1.2758	2.95755
12.644	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.17945	1.50947	0.370612	0.252471	1.505	0.934	0.607	0.37	0.252	1.77892	0.824982	0.71109	1.2758	2.95755
12.646	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.252432	1.505	0.934	0.607	0.37	0.252	1.77898	0.825867	0.711014	1.27594	2.95689
12.648	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.252432	1.505	0.934	0.607	0.37	0.252	1.77898	0.825867	0.711014	1.27594	2.95689
12.65	152.897	244.193	374.715	622.843	941.299	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.252432	1.505	0.934	0.607	0.37	0.252	1.77898	0.825867	0.711014	1.27594	2.95689
12.652	153.005	244.44	375.093	623.472	940.899	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.252432	1.505	0.934	0.607	0.37	0.252	1.77898	0.825867	0.711014	1.27594	2.95689
12.654	153.005	244.44	375.093	623.472	940.899	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.252432	1.505	0.934	0.607	0.37	0.252	1.77898	0.825867	0.711014	1.27594	2.95689
12.656	153.005	244.44	375.093	623.472	940.899	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.25248	1.505	0.934	0.607	0.37	0.252	1.77963	0.825989	0.711014	1.27595	2.95592
12.658	153.005	244.44	375.093	623.472	940.899	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.25248	1.505	0.934	0.607	0.37	0.252	1.77963	0.825989	0.711014	1.27595	2.95592
12.66	153.005	244.44	375.093	623.472	940.899	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.25248	1.505	0.934	0.607	0.37	0.252	1.77963	0.825989	0.711014	1.27595	2.95592
12.662	153.005	244.44	375.093	623.472	940.899	17.832	11.762	7.928	4.94	11.2055	18.263	12.1017	8.13718	5.18966	1.46295	2.1819	1.50947	0.370612	0.25248	1.505	0.934	0.607	0.37	0.252	1.77963	0.825989	0.711014	1.27595	2.95592
12.664	152.665	243.954	374.348	622.234	940.499	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50947	0.370612	0.252521	1.505	0.934	0.607	0.37	0.252	1.77995	0.826004	0.711014	1.27659	2.95384
12.666	152.665	243.954	374.348	622.234	940.499	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50947	0.370612	0.252521	1.505	0.934	0.607	0.37	0.252	1.77995	0.826004	0.711014	1.27659	2.95384
12.668	152.665	243.954	374.348	622.234	940.499	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50947	0.370612	0.252521	1.505	0.934	0.607	0.37	0.252	1.77995	0.826004	0.711014	1.27659	2.95384
12.67	152.665	243.954	374.348	622.234	940.499	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50947	0.370612	0.252521	1.505	0.934	0.607	0.37	0.252	1.77995	0.826004	0.711014	1.27659	2.95384
12.672	152.665	243.954	374.348	622.234	940.499	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50947	0.370612	0.252521	1.505	0.934	0.607	0.37	0.252	1.77995	0.826004	0.711014	1.27659	2.95384
12.674	152.665	243.954	374.348	622.234	940.499	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252599	1.505	0.934	0.607	0.37	0.252	1.77999	0.826004	0.711655	1.27692	2.95238
12.676	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252599	1.505	0.934	0.607	0.37	0.252	1.77999	0.826004	0.711655	1.27692	2.95238
12.678	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252599	1.505	0.934	0.607	0.37	0.252	1.77999	0.826004	0.711655	1.27692	2.95238
12.68	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252599	1.505	0.934	0.607	0.37	0.252	1.77999	0.826004	0.711655	1.27692	2.95238
12.682	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252729	1.505	0.934	0.607	0.37	0.252	1.78039	0.826004	0.712601	1.27695	2.95205
12.684	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252729	1.505	0.934	0.607	0.37	0.252	1.78039	0.826004	0.712601	1.27695	2.95205
12.686	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252729	1.505	0.934	0.607	0.37	0.252	1.78039	0.826004	0.712601	1.27695	2.95205
12.688	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252729	1.505	0.934	0.607	0.37	0.252	1.78039	0.826004	0.712601	1.27695	2.95205
12.69	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252729	1.505	0.934	0.607	0.37	0.252	1.78039	0.826004	0.712601	1.27695	2.95205
12.692	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252989	1.505	0.934	0.607	0.37	0.252	1.78094	0.826004	0.713943	1.27608	2.95303
12.694	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252989	1.505	0.934	0.607	0.37	0.252	1.78094	0.826004	0.713943	1.27608	2.95303
12.696	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252989	1.505	0.934	0.607	0.37	0.252	1.78094	0.826004	0.713943	1.27608	2.95303
12.698	152.831	244.241	374.789	622.966	940.099	17.832	11.762	7.928	4.94	11.1993	18.2372	12.116	8.1455	5.15006	1.46913	2.1819	1.50702	0.373062	0.252989	1.505	0.934	0.607	0.37	0.252	1.78094	0.826004	0.713943	1.27608	2.95303
12.7	152.758	244.125	374.61	622.669	939.699	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.373062	0.253315	1.505	0.934	0.607	0.37	0.252	1.78098	0.825211	0.714874	1.27596	2.95411
12.702	152.758	244.125	374.61	622.669	939.699	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.373062	0.253315	1.505	0.934	0.607	0.37	0.252	1.78098	0.825211	0.714874	1.27596	2.95411
12.704	152.758	244.125	374.61	622.669	939.699	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.373062	0.253315	1.505	0.934	0.607	0.37	0.252	1.78098	0.825211	0.714874	1.27596	2.95411
12.706	152.758	244.125	374.61	622.669	939.699	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.373062	0.253315	1.505	0.934	0.607	0.37	0.252	1.78098	0.825211	0.714874	1.27596	2.95411
12.708	152.758	244.125	374.61	622.669	939.699	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.373062	0.253315	1.505	0.934	0.607	0.37	0.252	1.78098	0.825211	0.714874	1.27596	2.95411
12.71	152.758	244.125	374.61	622.669	939.699	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.373062	0.253315	1.505	0.934	0.607	0.37	0.252	1.78098	0.825211	0.714874	1.27596	2.95411
12.712	152.941	244.409	375.046	623.394	939.299	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.375513	0.253676	1.505	0.934	0.607	0.37	0.252	1.78099	0.825012	0.715775	1.27581	2.95403
12.714	152.941	244.409	375.046	623.394	939.299	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.375513	0.253676	1.505	0.934	0.607	0.37	0.252	1.78099	0.825012	0.715775	1.27581	2.95403
12.716	152.941	244.409	375.046	623.394	939.299	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.375513	0.253676	1.505	0.934	0.607	0.37	0.252	1.78099	0.825012	0.715775	1.27581	2.95403
12.718	152.941	244.409	375.046	623.394	939.299	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.375513	0.253676	1.505	0.934	0.607	0.37	0.252	1.78099	0.825012	0.715775	1.27581	2.95403
12.72	152.941	244.409	375.046	623.394	939.299	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50702	0.375513	0.253676	1.505	0.934	0.607	0.37	0.252	1.78099	0.825012	0.715775	1.27581	2.95403
12.722	152.941	244.409	375.046	623.394	939.299	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50458	0.373062	0.253943	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.715988	1.27648	2.95465
12.724	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50458	0.373062	0.253943	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.715988	1.27648	2.95465
12.726	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50458	0.373062	0.253943	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.715988	1.27648	2.95465
12.728	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.1819	1.50458	0.373062	0.253943	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.715988	1.27648	2.95465
12.73	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.17945	1.50213	0.375513	0.254157	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.716248	1.27689	2.95583
12.732	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.17945	1.50213	0.375513	0.254157	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.716248	1.27689	2.95583
12.734	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.17945	1.50213	0.375513	0.254157	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.716248	1.27689	2.95583
12.736	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.17945	1.50213	0.375513	0.254157	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.716248	1.27689	2.95583
12.738	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1759	18.1857	12.1573	8.16388	5.13562	1.48892	2.17945	1.50213	0.375513	0.254157	1.505	0.934	0.607	0.37	0.252	1.78099	0.824997	0.716248	1.27689	2.95583
12.74	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254292	1.505	0.934	0.607	0.37	0.252	1.78099	0.8246	0.716949	1.27694	2.95624
12.742	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254292	1.505	0.934	0.607	0.37	0.252	1.78099	0.8246	0.716949	1.27694	2.95624
12.744	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254292	1.505	0.934	0.607	0.37	0.252	1.78099	0.8246	0.716949	1.27694	2.95624
12.746	152.866	244.343	374.945	623.226	938.899	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254292	1.505	0.934	0.607	0.37	0.252	1.78099	0.8246	0.716949	1.27694	2.95624
12.748	152.56	243.889	374.249	622.068	938.499	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254368	1.505	0.934	0.607	0.37	0.252	1.78099	0.824081	0.717636	1.27631	2.95476
12.75	152.56	243.889	374.249	622.068	938.499	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254368	1.505	0.934	0.607	0.37	0.252	1.78099	0.824081	0.717636	1.27631	2.95476
12.752	152.56	243.889	374.249	622.068	938.499	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254368	1.505	0.934	0.607	0.37	0.252	1.78099	0.824081	0.717636	1.27631	2.95476
12.754	152.56	243.889	374.249	622.068	938.499	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254368	1.505	0.934	0.607	0.37	0.252	1.78099	0.824081	0.717636	1.27631	2.95476
12.756	152.56	243.889	374.249	622.068	938.499	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.373062	0.254368	1.505	0.934	0.607	0.37	0.252	1.78099	0.824081	0.717636	1.27631	2.95476
12.758	152.56	243.889	374.249	622.068	938.499	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.370612	0.254394	1.505	0.934	0.607	0.37	0.252	1.78099	0.824005	0.718613	1.2748	2.95343
12.76	152.47	243.819	374.141	621.889	938.099	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.370612	0.254394	1.505	0.934	0.607	0.37	0.252	1.78099	0.824005	0.718613	1.2748	2.95343
12.762	152.47	243.819	374.141	621.889	938.099	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.370612	0.254394	1.505	0.934	0.607	0.37	0.252	1.78099	0.824005	0.718613	1.2748	2.95343
12.764	152.47	243.819	374.141	621.889	938.099	17.832	11.762	7.928	4.94	11.1132	18.1647	12.1591	8.16695	5.12612	1.50385	2.17945	1.50213	0.370612	0.254394	1.505	0.934	0.607	0.37	0.252	1.78099	0.824005	0.718613	1.2748	2.95343
