Time	[0:22]	[0:23]	[0:24]	[0:25]	[0:26]	[12:1]	[12:2]	[12:3]	[12:4]	[12:6]	[12:7]	[12:8]	[12:9]	[12:10]	[12:11]	[13:0]	[13:2]	[13:4]	[13:6]	[14:21]	[14:22]	[14:23]	[14:24]	[14:25]	[35:12]	[36:12]	[37:12]	[38:12]	[39:12]
time	Std1LinSpdRef	Std2LinSpdRef	Std3LinSpdRef	Std4LinSpdRef	Std5LinSpdRef	InterStd12TenRef	InterStd23TenRef	InterStd34TenRef	InterStd45TenRef	InterStd01TenActFlt	InterStd12TenActFlt	InterStd23TenActFlt	InterStd34TenActFlt	InterStd45TenActFlt	InterStd5TenrTenActFlt	X0.ThkAct	X1.ThkAct	X4.ThkAct	X5A.ThkAct	Std1ThkRef	Std2ThkRef	Std3ThkRef	Std4ThkRef	Std5ThkRef	1#HgcSrgActOS	2#HgcSrgActOS	3#HgcSrgActOS	4#HgcSrgActOS	5#HgcSrgActOS	
0.892	196.671	314.384	482.422	801.872	1200	17.832	11.762	7.928	4.94	11.6155	17.7288	11.8331	7.90605	4.82258	1.49573	2.18434	1.51436	0.370612	0.254188	1.505	0.934	0.607	0.37	0.252	1.778	0.862991	0.761215	1.32031	2.964
0.894	196.671	314.384	482.422	801.872	1200	17.832	11.762	7.928	4.94	11.6155	17.7288	11.8331	7.90605	4.82258	1.49573	2.18434	1.51436	0.370612	0.254188	1.505	0.934	0.607	0.37	0.252	1.778	0.862991	0.761215	1.32031	2.964
0.896	196.671	314.384	482.422	801.872	1200	17.832	11.762	7.928	4.94	11.6155	17.7288	11.8331	7.90605	4.82258	1.49573	2.18434	1.51436	0.370612	0.254188	1.505	0.934	0.607	0.37	0.252	1.778	0.862991	0.761215	1.32031	2.964
0.898	196.671	314.384	482.422	801.872	1200	17.832	11.762	7.928	4.94	11.6155	17.7288	11.8331	7.90605	4.82258	1.49573	2.18434	1.51436	0.370612	0.254188	1.505	0.934	0.607	0.37	0.252	1.778	0.862991	0.761215	1.32031	2.964
0.9	196.671	314.384	482.422	801.872	1200	17.832	11.762	7.928	4.94	11.6155	17.7288	11.8331	7.90605	4.82258	1.49573	2.18434	1.51436	0.370612	0.254188	1.505	0.934	0.607	0.37	0.252	1.778	0.862991	0.761215	1.32031	2.964
0.902	196.671	314.384	482.422	801.872	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18679	1.51436	0.370612	0.254306	1.505	0.934	0.607	0.37	0.252	1.77707	0.862991	0.761017	1.3209	2.96346
0.904	196.67	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18679	1.51436	0.370612	0.254306	1.505	0.934	0.607	0.37	0.252	1.77707	0.862991	0.761017	1.3209	2.96346
0.906	196.67	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18679	1.51436	0.370612	0.254306	1.505	0.934	0.607	0.37	0.252	1.77707	0.862991	0.761017	1.3209	2.96346
0.908	196.67	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18679	1.51436	0.370612	0.254306	1.505	0.934	0.607	0.37	0.252	1.77707	0.862991	0.761017	1.3209	2.96346
0.91	196.67	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18679	1.51436	0.370612	0.254306	1.505	0.934	0.607	0.37	0.252	1.77707	0.862991	0.761017	1.3209	2.96346
0.912	196.67	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18434	1.51192	0.368161	0.254405	1.505	0.934	0.607	0.37	0.252	1.77636	0.863922	0.761002	1.32158	2.96313
0.914	196.67	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18434	1.51192	0.368161	0.254405	1.505	0.934	0.607	0.37	0.252	1.77636	0.863922	0.761002	1.32158	2.96313
0.916	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18434	1.51192	0.368161	0.254405	1.505	0.934	0.607	0.37	0.252	1.77636	0.863922	0.761002	1.32158	2.96313
0.918	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.18434	1.51192	0.368161	0.254405	1.505	0.934	0.607	0.37	0.252	1.77636	0.863922	0.761002	1.32158	2.96313
0.92	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254462	1.505	0.934	0.607	0.37	0.252	1.77604	0.863983	0.761002	1.3215	2.96389
0.922	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254462	1.505	0.934	0.607	0.37	0.252	1.77604	0.863983	0.761002	1.3215	2.96389
0.924	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254462	1.505	0.934	0.607	0.37	0.252	1.77604	0.863983	0.761002	1.3215	2.96389
0.926	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254462	1.505	0.934	0.607	0.37	0.252	1.77604	0.863983	0.761002	1.3215	2.96389
0.928	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254462	1.505	0.934	0.607	0.37	0.252	1.77604	0.863983	0.761002	1.3215	2.96389
0.93	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254407	1.505	0.934	0.607	0.37	0.252	1.77508	0.863998	0.761002	1.32021	2.96423
0.932	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254407	1.505	0.934	0.607	0.37	0.252	1.77508	0.863998	0.761002	1.32021	2.96423
0.934	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254407	1.505	0.934	0.607	0.37	0.252	1.77508	0.863998	0.761002	1.32021	2.96423
0.936	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.4843	17.7936	11.8341	7.90921	4.85274	1.50521	2.1819	1.51192	0.370612	0.254407	1.505	0.934	0.607	0.37	0.252	1.77508	0.863998	0.761002	1.32021	2.96423
0.938	196.928	314.78	483.03	802.883	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.51192	0.370612	0.254316	1.505	0.934	0.607	0.37	0.252	1.77408	0.863998	0.761002	1.31998	2.96339
0.94	197.458	315.59	484.273	804.948	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.51192	0.370612	0.254316	1.505	0.934	0.607	0.37	0.252	1.77408	0.863998	0.761002	1.31998	2.96339
0.942	197.458	315.59	484.273	804.948	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.51192	0.370612	0.254316	1.505	0.934	0.607	0.37	0.252	1.77408	0.863998	0.761002	1.31998	2.96339
0.944	197.458	315.59	484.273	804.948	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.51192	0.370612	0.254316	1.505	0.934	0.607	0.37	0.252	1.77408	0.863998	0.761002	1.31998	2.96339
0.946	197.458	315.59	484.273	804.948	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.51192	0.370612	0.254316	1.505	0.934	0.607	0.37	0.252	1.77408	0.863998	0.761002	1.31998	2.96339
0.948	197.458	315.59	484.273	804.948	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77308	0.863998	0.761002	1.31995	2.96368
0.95	197.458	315.59	484.273	804.948	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77308	0.863998	0.761002	1.31995	2.96368
0.952	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77308	0.863998	0.761002	1.31995	2.96368
0.954	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77308	0.863998	0.761002	1.31995	2.96368
0.956	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77237	0.863998	0.760361	1.32082	2.96497
0.958	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77237	0.863998	0.760361	1.32082	2.96497
0.96	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77237	0.863998	0.760361	1.32082	2.96497
0.962	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77237	0.863998	0.760361	1.32082	2.96497
0.964	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.368161	0.254179	1.505	0.934	0.607	0.37	0.252	1.77237	0.863998	0.760361	1.32082	2.96497
0.966	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.1819	1.50947	0.370612	0.25395	1.505	0.934	0.607	0.37	0.252	1.77203	0.863129	0.759399	1.32094	2.96445
0.968	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.1819	1.50947	0.370612	0.25395	1.505	0.934	0.607	0.37	0.252	1.77203	0.863129	0.759399	1.32094	2.96445
0.97	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.1819	1.50947	0.370612	0.25395	1.505	0.934	0.607	0.37	0.252	1.77203	0.863129	0.759399	1.32094	2.96445
0.972	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.1819	1.50947	0.370612	0.25395	1.505	0.934	0.607	0.37	0.252	1.77203	0.863129	0.759399	1.32094	2.96445
0.974	197.741	315.999	484.901	805.992	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.1819	1.50947	0.370612	0.25395	1.505	0.934	0.607	0.37	0.252	1.77203	0.863129	0.759399	1.32094	2.96445
0.976	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.370612	0.253633	1.505	0.934	0.607	0.37	0.252	1.772	0.863007	0.759033	1.32095	2.96428
0.978	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.370612	0.253633	1.505	0.934	0.607	0.37	0.252	1.772	0.863007	0.759033	1.32095	2.96428
0.98	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.370612	0.253633	1.505	0.934	0.607	0.37	0.252	1.772	0.863007	0.759033	1.32095	2.96428
0.982	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.3522	17.7552	11.8101	7.90208	4.8739	1.49556	2.17945	1.50947	0.370612	0.253633	1.505	0.934	0.607	0.37	0.252	1.772	0.863007	0.759033	1.32095	2.96428
0.984	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50947	0.370612	0.253385	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758774	1.32016	2.96632
0.986	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50947	0.370612	0.253385	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758774	1.32016	2.96632
0.988	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50947	0.370612	0.253385	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758774	1.32016	2.96632
0.99	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50947	0.370612	0.253385	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758774	1.32016	2.96632
0.992	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50947	0.370612	0.253385	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758774	1.32016	2.96632
0.994	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50702	0.370612	0.253264	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758118	1.31904	2.96812
0.996	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50702	0.370612	0.253264	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758118	1.31904	2.96812
0.998	196.772	314.383	482.421	801.87	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50702	0.370612	0.253264	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758118	1.31904	2.96812
1	196.759	314.331	482.341	801.737	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.17945	1.50702	0.370612	0.253264	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758118	1.31904	2.96812
1.002	196.759	314.331	482.341	801.737	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253239	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758667	1.31983	2.96785
1.004	196.759	314.331	482.341	801.737	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253239	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758667	1.31983	2.96785
1.006	196.759	314.331	482.341	801.737	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253239	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758667	1.31983	2.96785
1.008	196.759	314.331	482.341	801.737	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253239	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758667	1.31983	2.96785
1.01	196.759	314.331	482.341	801.737	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253239	1.505	0.934	0.607	0.37	0.252	1.772	0.862991	0.758667	1.31983	2.96785
1.012	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253131	1.505	0.934	0.607	0.37	0.252	1.772	0.863388	0.759613	1.3215	2.96864
1.014	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253131	1.505	0.934	0.607	0.37	0.252	1.772	0.863388	0.759613	1.3215	2.96864
1.016	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253131	1.505	0.934	0.607	0.37	0.252	1.772	0.863388	0.759613	1.3215	2.96864
1.018	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2796	17.8094	11.8255	7.91758	4.92421	1.48593	2.1819	1.50702	0.373062	0.253131	1.505	0.934	0.607	0.37	0.252	1.772	0.863388	0.759613	1.3215	2.96864
1.02	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.1819	1.50213	0.373062	0.252984	1.505	0.934	0.607	0.37	0.252	1.772	0.863922	0.76059	1.32262	2.96997
1.022	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.1819	1.50213	0.373062	0.252984	1.505	0.934	0.607	0.37	0.252	1.772	0.863922	0.76059	1.32262	2.96997
1.024	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.1819	1.50213	0.373062	0.252984	1.505	0.934	0.607	0.37	0.252	1.772	0.863922	0.76059	1.32262	2.96997
1.026	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.1819	1.50213	0.373062	0.252984	1.505	0.934	0.607	0.37	0.252	1.772	0.863922	0.76059	1.32262	2.96997
1.028	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.1819	1.50213	0.373062	0.252984	1.505	0.934	0.607	0.37	0.252	1.772	0.863922	0.76059	1.32262	2.96997
1.03	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18434	1.50213	0.373062	0.252868	1.505	0.934	0.607	0.37	0.252	1.77292	0.863998	0.761765	1.32229	2.96985
1.032	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18434	1.50213	0.373062	0.252868	1.505	0.934	0.607	0.37	0.252	1.77292	0.863998	0.761765	1.32229	2.96985
1.034	197.335	315.191	483.661	803.931	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18434	1.50213	0.373062	0.252868	1.505	0.934	0.607	0.37	0.252	1.77292	0.863998	0.761765	1.32229	2.96985
1.036	197.024	314.675	482.87	802.616	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18434	1.50213	0.373062	0.252868	1.505	0.934	0.607	0.37	0.252	1.77292	0.863998	0.761765	1.32229	2.96985
1.038	197.024	314.675	482.87	802.616	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18434	1.50213	0.373062	0.252868	1.505	0.934	0.607	0.37	0.252	1.77292	0.863998	0.761765	1.32229	2.96985
1.04	197.024	314.675	482.87	802.616	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252773	1.505	0.934	0.607	0.37	0.252	1.77338	0.863998	0.761993	1.32133	2.9678
1.042	197.024	314.675	482.87	802.616	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252773	1.505	0.934	0.607	0.37	0.252	1.77338	0.863998	0.761993	1.32133	2.9678
1.044	197.024	314.675	482.87	802.616	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252773	1.505	0.934	0.607	0.37	0.252	1.77338	0.863998	0.761993	1.32133	2.9678
1.046	197.024	314.675	482.87	802.616	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252773	1.505	0.934	0.607	0.37	0.252	1.77338	0.863998	0.761993	1.32133	2.9678
1.048	196.824	314.312	482.313	801.69	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252708	1.505	0.934	0.607	0.37	0.252	1.77395	0.863998	0.762009	1.32178	2.96733
1.05	196.824	314.312	482.313	801.69	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252708	1.505	0.934	0.607	0.37	0.252	1.77395	0.863998	0.762009	1.32178	2.96733
1.052	196.824	314.312	482.313	801.69	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252708	1.505	0.934	0.607	0.37	0.252	1.77395	0.863998	0.762009	1.32178	2.96733
1.054	196.824	314.312	482.313	801.69	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252708	1.505	0.934	0.607	0.37	0.252	1.77395	0.863998	0.762009	1.32178	2.96733
1.056	196.824	314.312	482.313	801.69	1200	17.832	11.762	7.928	4.94	11.2854	17.862	11.8734	7.92888	4.9555	1.48398	2.18679	1.50213	0.373062	0.252708	1.505	0.934	0.607	0.37	0.252	1.77395	0.863998	0.762009	1.32178	2.96733
1.058	196.824	314.312	482.313	801.69	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762009	1.32193	2.96663
1.06	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762009	1.32193	2.96663
1.062	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762009	1.32193	2.96663
1.064	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762009	1.32193	2.96663
1.066	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762405	1.32195	2.96631
1.068	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762405	1.32195	2.96631
1.07	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762405	1.32195	2.96631
1.072	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762405	1.32195	2.96631
1.074	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18679	1.50213	0.373062	0.252679	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.762405	1.32195	2.96631
1.076	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.370612	0.252721	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.763824	1.32195	2.96667
1.078	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.370612	0.252721	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.763824	1.32195	2.96667
1.08	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.370612	0.252721	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.763824	1.32195	2.96667
1.082	196.817	314.311	482.311	801.687	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.370612	0.252721	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.763824	1.32195	2.96667
1.084	197.379	315.17	483.629	803.879	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.373062	0.25274	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.765259	1.32108	2.96797
1.086	197.379	315.17	483.629	803.879	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.373062	0.25274	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.765259	1.32108	2.96797
1.088	197.379	315.17	483.629	803.879	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.373062	0.25274	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.765259	1.32108	2.96797
1.09	197.379	315.17	483.629	803.879	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.373062	0.25274	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.765259	1.32108	2.96797
1.092	197.379	315.17	483.629	803.879	1200	17.832	11.762	7.928	4.94	11.3364	17.8367	11.8882	7.95399	4.93485	1.4948	2.18923	1.49969	0.373062	0.25274	1.505	0.934	0.607	0.37	0.252	1.77399	0.863998	0.765259	1.32108	2.96797
